ID,CultLand,CropTillageDepth,Residue_length,Block,Harv_method,Residue_perc,Seedlings,Districts,LandPreparationMethods
ID_4HDCS9PF1W55,50,5,25,8,0,10,10.0,desert,WetTillagePuddling FourWheelTracRotavator
ID_TV1RN88HCIIN,23,4,23,4,0,10,5.75,lush,TractorPlough
ID_NC1PHSPGY75Y,25,4,27,4,0,10,6.25,lush,TractorPlough
ID_1I94MTRDWAPR,30,5,25,6,0,10,6.0,semi-desert,TractorPlough
ID_WRW8JL6XPS51,40,6,25,2,0,10,6.666666666666667,desert,TractorPlough FourWheelTracRotavator
ID_S3U85JU4CWNB,12,6,30,1,0,10,2.0,semi-desert,TractorPlough
ID_T5LYSK1D2TZX,45,5,25,7,0,10,9.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_FV1LB0FYYVZY,10,4,30,0,0,10,2.5,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_332LNW9DWVIE,20,3,29,4,0,10,6.666666666666667,lush,TractorPlough
ID_7R57B3DAQB0S,42,2,25,7,0,10,21.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_GHIUJCUYJ86Q,80,5,20,8,0,10,16.0,desert,WetTillagePuddling FourWheelTracRotavator
ID_ATQQW657JAMS,60,6,25,7,0,10,10.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_2FVBQXXYV589,16,6,19,1,0,10,2.6666666666666665,semi-desert,FourWheelTracRotavator
ID_LVHF9QTZT29I,100,5,25,6,1,40,20.0,semi-desert,TractorPlough
ID_KCNZOIHWWUE4,18,5,24,7,0,10,3.6,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_HNRCJY6B1IY1,20,7,30,2,0,10,2.857142857142857,desert,TractorPlough FourWheelTracRotavator
ID_WD2RBN235ESS,30,4,28,4,0,10,7.5,lush,TractorPlough
ID_ILBZ7L0E4109,40,6,25,7,0,10,6.666666666666667,semi-desert,TractorPlough FourWheelTracRotavator
ID_JWAK2BIN08ED,60,6,25,2,0,10,10.0,desert,TractorPlough FourWheelTracRotavator
ID_E9WM7PDRBEQQ,40,6,30,2,0,10,6.666666666666667,desert,TractorPlough FourWheelTracRotavator
ID_U02PA28DC0A4,15,8,25,2,0,10,1.875,desert,TractorPlough FourWheelTracRotavator
ID_DYX32T4746RH,5,5,30,5,0,10,1.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_A1AKLXLIO1G2,20,4,27,3,0,10,5.0,lush,WetTillagePuddling TractorPlough BullockPlough
ID_0A7MWH8O97GP,16,4,30,5,0,10,4.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_79LFD9CRAZE2,14,4,30,5,0,10,3.5,semi-desert,TractorPlough FourWheelTracRotavator
ID_KBNCV7B8PRBO,25,6,30,2,0,10,4.166666666666667,desert,TractorPlough FourWheelTracRotavator
ID_UC0PMMIY23E4,32,5,24,7,0,10,6.4,semi-desert,WetTillagePuddling TractorPlough
ID_G3HNJBP7IJ1H,15,5,25,0,0,10,3.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_4V8BWKLJ79R4,9,4,27,3,0,10,2.25,lush,TractorPlough
ID_V007ADBGR5W3,22,3,25,4,0,10,7.333333333333333,lush,TractorPlough
ID_R3NDLDQMN8NP,23,6,26,1,0,10,3.8333333333333335,semi-desert,TractorPlough
ID_PS2PSBSVO153,40,2,26,7,1,40,20.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_Z35Z4S2E68E3,36,4,23,4,0,10,9.0,lush,TractorPlough
ID_1SGX7W0PKIMV,120,8,25,7,0,10,15.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_AWJ93A4VQ9GJ,5,4,25,3,0,10,1.25,lush,TractorPlough
ID_PX8CNYP9YHPE,8,5,25,0,0,10,1.6,semi-desert,TractorPlough FourWheelTracRotavator
ID_GNP16K7C4AU0,30,8,25,2,0,10,3.75,desert,TractorPlough FourWheelTracRotavator
ID_I0WPT35SLFPZ,20,4,30,5,0,10,5.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_18KM2PHGLBR3,24,5,25,7,0,10,4.8,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_EUQGF5V6CY82,20,5,30,5,0,10,4.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_8AY3Y6QR0U4O,10,4,30,5,0,10,2.5,semi-desert,TractorPlough FourWheelTracRotavator
ID_38DT3V2N9506,5,4,28,3,0,10,1.25,lush,TractorPlough
ID_0WIFWJH8SKUN,40,4,28,7,0,10,10.0,semi-desert,FourWheelTracRotavator
ID_12I19I6B78YI,10,5,30,5,0,10,2.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_5U4I0M2GZUU9,6,4,25,3,0,10,1.5,lush,TractorPlough
ID_9PUGPVFUZB1I,60,4,26,6,1,40,15.0,semi-desert,TractorPlough
ID_ZOL276NWH2RY,35,4,27,3,0,10,8.75,lush,WetTillagePuddling TractorPlough BullockPlough
ID_1KJ8U5FYF6W2,17,6,30,5,0,10,2.8333333333333335,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator BullockPlough
ID_36OQ8GWG5LEZ,40,5,30,8,0,10,8.0,desert,WetTillagePuddling FourWheelTracRotavator
ID_JWJGFQJHBZ0Q,70,6,24,7,0,10,11.666666666666666,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_YS8HJ3DXNQY5,120,4,28,7,1,40,30.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_5SDTWPZ8B0WZ,140,3,29,7,1,40,46.666666666666664,semi-desert,WetTillagePuddling
ID_2SURS53QUT6Q,45,6,25,7,0,10,7.5,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_56VWXE4M6WF6,23,2,25,3,0,10,11.5,lush,WetTillagePuddling TractorPlough BullockPlough
ID_67ANU8BE3V8I,9,4,28,3,0,10,2.25,lush,TractorPlough
ID_PYDWVFQBJUEQ,30,6,25,7,0,10,5.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_Q6T7GBIZZU2W,20,4,30,0,0,10,5.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_F88UJ57Q3S0I,22,4,25,4,0,10,5.5,lush,TractorPlough
ID_R6M2UBA61JRS,20,3,25,3,0,10,6.666666666666667,lush,WetTillagePuddling TractorPlough BullockPlough
ID_0PGWOC4JJJCS,13,6,30,1,0,10,2.1666666666666665,semi-desert,TractorPlough
ID_HXY2EUQXQK3T,40,6,25,7,0,10,6.666666666666667,semi-desert,TractorPlough FourWheelTracRotavator WetTillagePuddling
ID_2TQ78NKZK6KH,28,4,22,4,0,10,7.0,lush,TractorPlough
ID_YP15Q59X6AJW,20,6,30,2,0,10,3.3333333333333335,desert,TractorPlough FourWheelTracRotavator
ID_AC2AJL9D4WA2,20,4,24,6,0,10,5.0,semi-desert,TractorPlough
ID_9N7YA7XT983V,20,5,28,2,0,10,4.0,desert,TractorPlough FourWheelTracRotavator
ID_04AHJDK3RX9A,23,4,26,4,0,10,5.75,lush,TractorPlough
ID_AEQEKP9D5Z0H,15,5,30,5,0,10,3.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_HRGRI1YJ09ZT,5,4,27,3,0,10,1.25,lush,TractorPlough
ID_2RJ4G15T8831,20,4,27,3,0,10,5.0,lush,WetTillagePuddling TractorPlough BullockPlough
ID_4DLS02H0OMBP,20,4,22,4,0,10,5.0,lush,TractorPlough
ID_KCI8C6DTLXAW,15,6,30,2,0,10,2.5,desert,TractorPlough FourWheelTracRotavator
ID_X5ZXWOAEZV8C,10,4,26,3,0,10,2.5,lush,WetTillagePuddling BullockPlough TractorPlough
ID_WGI2Y3DX7GY2,20,4,24,6,0,10,5.0,semi-desert,TractorPlough
ID_JX338PAAMLVL,20,2,30,2,0,10,10.0,desert,TractorPlough FourWheelTracRotavator
ID_ZE24LV7US963,8,4,28,3,0,10,2.0,lush,TractorPlough
ID_QMCTHYZU6Z98,25,4,3,3,0,10,6.25,lush,TractorPlough BullockPlough
ID_R9VKYFFV3YTW,20,4,29,3,0,10,5.0,lush,TractorPlough BullockPlough
ID_18MQLSTMLVWJ,25,4,30,3,0,10,6.25,lush,TractorPlough BullockPlough
ID_85T0JU7UYXQM,70,6,30,2,0,10,11.666666666666666,desert,FourWheelTracRotavator TractorPlough
ID_17MFGLD20SME,25,3,28,4,0,10,8.333333333333334,lush,TractorPlough
ID_A51BBHRS47EA,10,4,30,8,0,10,2.5,desert,WetTillagePuddling FourWheelTracRotavator
ID_9M3E1J1DAMRR,20,5,25,8,0,10,4.0,desert,WetTillagePuddling FourWheelTracRotavator
ID_E3XOW5U3SQH8,32,4,21,4,0,10,8.0,lush,TractorPlough
ID_NO5E6UYHJQ9P,12,4,25,0,0,10,3.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_2G0HQCYA7FUD,50,6,26,2,0,10,8.333333333333334,desert,TractorPlough FourWheelTracRotavator
ID_8ABIY3VUKZUN,45,5,30,6,1,40,9.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_TPPODBI64APR,80,3,30,7,1,40,26.666666666666668,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_A6FYN2LPFQCJ,10,4,30,8,0,10,2.5,desert,WetTillagePuddling FourWheelTracRotavator
ID_5LMM0MHXHDGP,15,5,30,5,0,10,3.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_CHI0AUR7JAOB,100,8,25,7,0,10,12.5,semi-desert,TractorPlough FourWheelTracRotavator
ID_44WUR3TF216S,20,3,28,4,0,10,6.666666666666667,lush,TractorPlough
ID_V640QECOE3ZX,21,4,25,8,0,10,5.25,desert,WetTillagePuddling FourWheelTracRotavator
ID_Q0XTIXO4HJ1A,20,6,30,2,0,10,3.3333333333333335,desert,TractorPlough FourWheelTracRotavator
ID_MR2IYT4I2REM,31,4,21,4,0,10,7.75,lush,TractorPlough
ID_ZENNYUMO9F88,50,5,27,6,0,10,10.0,semi-desert,TractorPlough
ID_7ZLSWCV70FVN,25,5,20,6,0,10,5.0,semi-desert,TractorPlough
ID_PM217XX3MH09,60,6,30,2,0,10,10.0,desert,TractorPlough FourWheelTracRotavator
ID_A550QLILRFB0,100,5,24,7,0,10,20.0,semi-desert,WetTillagePuddling TractorPlough
ID_GCZRQLQ7WJ2J,48,2,26,7,1,40,24.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_IUZD1JFAQBHU,70,6,25,7,0,10,11.666666666666666,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_KSXC7PXGEI5X,45,2,29,7,0,10,22.5,semi-desert,TractorPlough FourWheelTracRotavator
ID_NI3Q1YBGX0OO,15,4,26,3,0,10,3.75,lush,WetTillagePuddling BullockPlough TractorPlough
ID_001QL5V4IJIB,24,5,25,7,0,10,4.8,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_UYUXPNXBYVK0,40,3,22,6,0,10,13.333333333333334,semi-desert,TractorPlough FourWheelTracRotavator
ID_3E7NBSYQCAZO,80,5,25,8,0,10,16.0,desert,WetTillagePuddling FourWheelTracRotavator
ID_CM8341NB49PD,40,5,30,2,0,10,8.0,desert,TractorPlough FourWheelTracRotavator
ID_9O9ICWYVY8DI,16,5,25,8,0,10,3.2,desert,WetTillagePuddling FourWheelTracRotavator
ID_D5DL8FY6G227,25,5,20,6,0,10,5.0,semi-desert,TractorPlough
ID_C6MO74UDLIG6,15,5,25,6,0,10,3.0,semi-desert,FourWheelTracRotavator TractorPlough
ID_UCAZ1BDKIC6R,10,3,26,4,0,10,3.3333333333333335,lush,TractorPlough
ID_G8JVS1QW2JLY,25,5,25,6,0,10,5.0,semi-desert,TractorPlough
ID_Y8W8PS9BHBNQ,3,4,30,5,0,10,0.75,semi-desert,TractorPlough FourWheelTracRotavator
ID_1AOOUFGA7127,9,4,25,3,0,10,2.25,lush,TractorPlough
ID_D1LLKHIO3A8V,10,4,30,3,0,10,2.5,lush,TractorPlough BullockPlough
ID_QCI488SORMV6,6,5,30,5,0,10,1.2,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_4WS5FWRCU4F7,12,4,30,5,0,10,3.0,semi-desert,FourWheelTracRotavator TractorPlough
ID_9F261AL3U8UA,28,5,30,5,0,10,5.6,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator BullockPlough
ID_OWRYZM2WIM5R,20,6,25,1,0,10,3.3333333333333335,semi-desert,TractorPlough
ID_3AKO065MGOPQ,12,5,30,5,0,10,2.4,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator BullockPlough
ID_689BUS2SV8Z6,18,3,30,5,0,10,6.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_BZ5WYTOF83O9,15,4,21,6,0,10,3.75,semi-desert,TractorPlough FourWheelTracRotavator
ID_UP7NQBJ2917Z,30,4,25,0,0,10,7.5,semi-desert,FourWheelTracRotavator WetTillagePuddling TractorPlough
ID_VP7PYO1881NN,7,4,29,3,0,10,1.75,lush,TractorPlough BullockPlough
ID_JYVOGXNDPL0S,22,4,21,8,0,10,5.5,desert,WetTillagePuddling FourWheelTracRotavator
ID_A5BRRTFF3SE9,30,4,27,3,0,10,7.5,lush,WetTillagePuddling TractorPlough BullockPlough
ID_JA2B1KN5FWXP,4,4,30,5,0,10,1.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_J3I3D203IF4G,10,4,30,5,0,10,2.5,semi-desert,TractorPlough FourWheelTracRotavator
ID_9YCYCN0ZVNW8,40,8,30,2,0,10,5.0,desert,TractorPlough FourWheelTracRotavator
ID_2SLPRP5RXTZ6,45,5,25,8,0,10,9.0,desert,WetTillagePuddling FourWheelTracRotavator
ID_569Y192ZA75Z,14,4,21,8,0,10,3.5,desert,WetTillagePuddling FourWheelTracRotavator
ID_9VPURM6FR8NK,20,2,27,3,0,10,10.0,lush,WetTillagePuddling TractorPlough BullockPlough
ID_SZ26EJ4071PE,20,5,30,5,0,10,4.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_MZ86VMAXZZOK,10,5,30,5,0,10,2.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_11A2NJNL9CJM,60,4,23,6,0,10,15.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_Z4MUBIFSD8B8,10,5,27,2,0,10,2.0,desert,TractorPlough FourWheelTracRotavator
ID_E65UIUFPVDUZ,60,6,27,2,0,10,10.0,desert,TractorPlough FourWheelTracRotavator
ID_9U0L11MHLFGE,30,3,25,6,0,10,10.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_15VPYPVYJ9IF,15,4,30,0,0,10,3.75,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_K9MMVQBHNSWY,60,5,25,8,0,10,12.0,desert,WetTillagePuddling FourWheelTracRotavator
ID_4J9Z5TTRYAEK,5,5,26,7,0,10,1.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_GTJFWW7LI6D7,25,4,22,4,0,10,6.25,lush,TractorPlough
ID_CA0Z0T8T63Q4,50,4,28,4,0,10,12.5,lush,TractorPlough
ID_P1ZS068XB8K5,20,3,25,3,0,10,6.666666666666667,lush,WetTillagePuddling TractorPlough BullockPlough
ID_EK0X2CUSO1Q7,50,5,25,7,0,10,10.0,semi-desert,WetTillagePuddling TractorPlough
ID_O80AX2P2SBGW,20,6,25,7,0,10,3.3333333333333335,semi-desert,WetTillagePuddling FourWheelTracRotavator TractorPlough
ID_VTB5XPR6NMR3,15,5,29,3,0,10,3.0,lush,WetTillagePuddling TractorPlough BullockPlough
ID_TFU8DDCV5S9I,10,3,28,4,0,10,3.3333333333333335,lush,TractorPlough
ID_VX12H7NRVAKB,40,4,28,7,1,40,10.0,semi-desert,FourWheelTracRotavator
ID_SA34A0TG18PC,30,6,25,7,0,10,5.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_U6OQJ94T3SAE,10,4,30,5,0,10,2.5,semi-desert,TractorPlough FourWheelTracRotavator
ID_6P36BUEEZ0R1,15,4,27,3,0,10,3.75,lush,WetTillagePuddling TractorPlough BullockPlough
ID_JY2EKJH24GWF,10,5,28,5,0,10,2.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator BullockPlough
ID_Y8AGGP9LINXM,30,4,30,8,0,10,7.5,desert,WetTillagePuddling FourWheelTracRotavator
ID_IABVU9HV18II,50,3,27,7,1,40,16.666666666666668,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_HACSZ1KNW2J6,20,3,27,3,0,10,6.666666666666667,lush,WetTillagePuddling TractorPlough BullockPlough
ID_4NJUK983F9UO,25,3,25,4,0,10,8.333333333333334,lush,TractorPlough
ID_FW8S4J2BDUAP,23,4,30,3,0,10,5.75,lush,TractorPlough BullockPlough
ID_8XW8CSBZ9S2A,20,3,25,4,0,10,6.666666666666667,lush,TractorPlough
ID_LAA99I09X140,25,2,26,3,0,10,12.5,lush,WetTillagePuddling TractorPlough BullockPlough
ID_LXGJUYYKUIBP,5,4,30,5,0,10,1.25,semi-desert,TractorPlough FourWheelTracRotavator
ID_PATK559888IV,30,6,30,2,0,10,5.0,desert,TractorPlough FourWheelTracRotavator
ID_HUY6737HGYE1,50,4,30,4,0,10,12.5,lush,WetTillagePuddling TractorPlough
ID_7EH77RYTRVOF,4,2,26,3,0,10,2.0,lush,WetTillagePuddling TractorPlough BullockPlough
ID_3FMYRZZG73QE,40,3,22,6,0,10,13.333333333333334,semi-desert,TractorPlough FourWheelTracRotavator
ID_X7AVZDQCLZ4I,20,4,25,0,0,10,5.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_DG34DEOJQOCV,20,4,30,5,0,10,5.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_XH3ZJPJJ4FP2,20,5,30,5,0,10,4.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_B6UQILUIV8QL,10,4,29,3,0,10,2.5,lush,WetTillagePuddling TractorPlough BullockPlough
ID_PSXLMVK2IZBS,48,2,29,7,0,10,24.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_BEDD8796U5LS,40,8,30,2,0,10,5.0,desert,TractorPlough FourWheelTracRotavator
ID_OEYS9R8U2TEB,45,5,25,7,0,10,9.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_UN3PHOVAV5NY,120,3,28,7,1,40,40.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_TZYA2WFY56BE,20,5,25,7,0,10,4.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_LXHBPM8OD9TN,20,5,25,6,1,40,4.0,semi-desert,WetTillagePuddling
ID_DG634805DU0U,35,4,22,4,0,10,8.75,lush,TractorPlough
ID_3U05BV4U2EIZ,20,4,30,3,0,10,5.0,lush,TractorPlough BullockPlough
ID_PKC19VG5ETVU,20,4,30,5,0,10,5.0,semi-desert,FourWheelTracRotavator TractorPlough
ID_JHAZP67X96WR,30,5,25,7,0,10,6.0,semi-desert,WetTillagePuddling TractorPlough
ID_QN717ECTK91W,25,5,26,7,0,10,5.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_GBUJS9YSSKLQ,15,5,25,7,0,10,3.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_D8Z8FLBG4N4R,40,7,30,2,0,10,5.714285714285714,desert,TractorPlough FourWheelTracRotavator
ID_4LHD7ESBWGCT,15,5,25,0,0,10,3.0,semi-desert,FourWheelTracRotavator TractorPlough
ID_JHD335LDPMYK,18,5,25,6,1,40,3.6,semi-desert,WetTillagePuddling
ID_Z7XUVAHTLBFS,10,4,25,6,0,10,2.5,semi-desert,TractorPlough FourWheelTracRotavator
ID_IKCRXOEO8R5E,3,4,30,5,0,10,0.75,semi-desert,TractorPlough FourWheelTracRotavator
ID_3L6JU7FTILJ9,20,6,28,2,0,10,3.3333333333333335,desert,TractorPlough FourWheelTracRotavator
ID_T77M2BSHL5H9,18,6,15,1,0,10,3.0,semi-desert,FourWheelTracRotavator
ID_UEM96XAN2L0O,20,3,26,3,0,10,6.666666666666667,lush,WetTillagePuddling TractorPlough BullockPlough
ID_EMIK7KN7LD4L,15,3,29,4,0,10,5.0,lush,TractorPlough
ID_DDMTNHVOUL6B,11,4,29,3,0,10,2.75,lush,TractorPlough
ID_FCBO316F120O,20,4,30,3,0,10,5.0,lush,TractorPlough BullockPlough
ID_PD4E2S6CRYJX,20,6,25,7,0,10,3.3333333333333335,semi-desert,TractorPlough WetTillagePuddling FourWheelTracRotavator
ID_CP35NK83LGIC,25,4,27,6,0,10,6.25,semi-desert,TractorPlough FourWheelTracRotavator
ID_JSEDKZTKIOUX,5,4,30,5,0,10,1.25,semi-desert,TractorPlough FourWheelTracRotavator
ID_DA3UTYWBZ9MU,10,5,30,5,0,10,2.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_DA2FGY0QL5FV,10,4,24,6,0,10,2.5,semi-desert,TractorPlough FourWheelTracRotavator
ID_BI6MDPM3B6LT,5,3,27,3,0,10,1.6666666666666667,lush,WetTillagePuddling TractorPlough BullockPlough
ID_UPAGJNMDBY6V,10,5,28,4,0,10,2.0,lush,TractorPlough
ID_9DY0STM5YROH,18,5,30,5,0,10,3.6,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_8Q2YYHXELVMZ,10,6,28,1,0,10,1.6666666666666667,semi-desert,TractorPlough
ID_CKKCMZYDOEQN,10,4,30,0,0,10,2.5,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_O69MKH6LL9T6,9,4,26,3,0,10,2.25,lush,WetTillagePuddling TractorPlough BullockPlough
ID_PALYAQU4149C,10,4,30,5,0,10,2.5,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_9I6TUXUWCSUD,8,4,26,0,0,10,2.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_PAN1YDDWKMLU,24,4,25,8,0,10,6.0,desert,WetTillagePuddling FourWheelTracRotavator
ID_PWLN6X2K3RNT,85,3,28,7,1,40,28.333333333333332,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_UPBAWO0HYFZH,50,6,25,7,0,10,8.333333333333334,semi-desert,TractorPlough FourWheelTracRotavator WetTillagePuddling
ID_29SD0QX652IX,10,6,30,1,0,10,1.6666666666666667,semi-desert,TractorPlough
ID_8E0UCWKI6RFO,15,6,27,2,0,10,2.5,desert,TractorPlough FourWheelTracRotavator
ID_5BX3A64YWEB2,2,3,28,0,0,10,0.6666666666666666,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_X5E9OXW6IF66,40,3,28,4,0,10,13.333333333333334,lush,TractorPlough
ID_BFV033GKSCQJ,100,4,21,6,0,10,25.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_EQTY8GNTIKVS,20,7,30,2,0,10,2.857142857142857,desert,TractorPlough FourWheelTracRotavator
ID_X8IV3AZ3413O,9,5,25,0,0,10,1.8,semi-desert,TractorPlough FourWheelTracRotavator
ID_RP5Q1H5WXJ66,15,3,28,4,0,10,5.0,lush,TractorPlough
ID_YU5KJ0XG8LBZ,7,4,27,3,0,10,1.75,lush,TractorPlough
ID_ETSMLKQF08O7,20,2,26,0,0,10,10.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_K2W4YD9MPZQQ,20,4,23,6,0,10,5.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_9JM1MKWFJJA8,30,4,29,3,0,10,7.5,lush,TractorPlough BullockPlough
ID_P9CGY1DDARWR,50,5,25,6,0,10,10.0,semi-desert,TractorPlough
ID_RV7JZRVE69E3,30,3,28,4,0,10,10.0,lush,TractorPlough
ID_LAEBBA2NB4QX,20,5,30,2,0,10,4.0,desert,TractorPlough FourWheelTracRotavator
ID_7AVV8HS3T9XA,10,5,30,5,0,10,2.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_3JGSFJZP9XJK,90,4,28,3,0,10,22.5,lush,BullockPlough TractorPlough
ID_5C40DIYOHAOO,26,5,25,7,0,10,5.2,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_QYHOU9JQF3P3,80,5,25,8,0,10,16.0,desert,WetTillagePuddling FourWheelTracRotavator
ID_44XO2ZHS1467,100,5,25,7,0,10,20.0,semi-desert,WetTillagePuddling TractorPlough
ID_HK0O43ORD1UX,8,5,25,0,0,10,1.6,semi-desert,TractorPlough FourWheelTracRotavator
ID_JNVBT1VOXT31,7,4,26,3,0,10,1.75,lush,TractorPlough
ID_XUCANCUN64JD,20,5,28,7,0,10,4.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_G5KDNOM4PMA6,50,3,22,6,0,10,16.666666666666668,semi-desert,TractorPlough FourWheelTracRotavator
ID_OH4WF4LSXVOE,50,4,28,4,0,10,12.5,lush,TractorPlough
ID_XB1S1T50GJC8,30,4,26,6,0,10,7.5,semi-desert,TractorPlough FourWheelTracRotavator
ID_TM1U0C0TG62A,50,4,25,7,1,40,12.5,semi-desert,FourWheelTracRotavator
ID_XTYC9XS7KCKQ,35,5,24,7,0,10,7.0,semi-desert,WetTillagePuddling TractorPlough
ID_6TLF8IWAI3RA,28,4,22,4,0,10,7.0,lush,TractorPlough
ID_CDBPZGZ54ZJP,25,2,26,3,0,10,12.5,lush,WetTillagePuddling TractorPlough BullockPlough
ID_JW38E3FHZDNH,8,4,30,5,0,10,2.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_ZVNWMMWDM6JO,20,3,25,4,0,10,6.666666666666667,lush,TractorPlough
ID_GDA0LWY69C2O,10,4,20,0,0,10,2.5,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_U14OGPY486K8,40,5,25,6,0,10,8.0,semi-desert,TractorPlough
ID_GJQUTGIOO4E3,5,3,30,5,0,10,1.6666666666666667,semi-desert,TractorPlough FourWheelTracRotavator
ID_XLJXXE6OD7D6,2,3,30,5,0,10,0.6666666666666666,semi-desert,TractorPlough FourWheelTracRotavator
ID_JGZUYYPGX4MV,10,4,30,3,0,10,2.5,lush,TractorPlough BullockPlough
ID_GZKC7142Z4MD,20,5,28,5,0,10,4.0,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator BullockPlough
ID_W46UT3JR9AJB,35,4,25,4,0,10,8.75,lush,TractorPlough
ID_9Z078N1EZAPO,6,4,30,5,0,10,1.5,semi-desert,TractorPlough FourWheelTracRotavator
ID_2IVKP70E6ZBC,15,4,27,5,0,10,3.75,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_DKWNP4XZU2KZ,20,5,28,2,0,10,4.0,desert,FourWheelTracRotavator
ID_WQZGNQUGOL3U,32,2,28,7,1,40,16.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_3NE9PN9X0VDD,20,5,5,5,0,10,4.0,semi-desert,TractorPlough WetTillagePuddling
ID_ZOOEDPZQCGT9,15,4,30,5,0,10,3.75,semi-desert,WetTillagePuddling TractorPlough FourWheelTracRotavator
ID_67NP1I58GUH5,30,4,22,6,0,10,7.5,semi-desert,TractorPlough FourWheelTracRotavator
ID_2EI7UITCF7XL,15,1,25,0,0,10,15.0,semi-desert,FourWheelTracRotavator TractorPlough
ID_LKTID7ZSOC00,30,6,25,7,0,10,5.0,semi-desert,TractorPlough FourWheelTracRotavator
ID_X5BP9MYGYAC9,40,7,30,2,0,10,5.714285714285714,desert,TractorPlough FourWheelTracRotavator
